texto,emocao
O mau cheiro me fez sair imediatamente.,nojo
A injustiça me deixa indignado.,raiva
Sonhei com algo assustador e acordei suando.,medo
Fui promovido de última hora.,surpresa
O escuro me causa ansiedade.,medo
Me despedi de alguém muito querido.,tristeza
O escuro me causa ansiedade.,medo
Enfrentar desafios desconhecidos me apavora.,medo
Barulhos estranhos me deixam nervoso à noite.,medo
Sinto saudades dos velhos tempos.,tristeza
Meu cachorro pulou em mim de alegria.,alegria
Fui promovido de última hora.,surpresa
Ver lixo espalhado me dá repulsa.,nojo
Meu cachorro pulou em mim de alegria.,alegria
Meu cachorro pulou em mim de alegria.,alegria
O cheiro daquele lugar era insuportável.,nojo
Tenho medo de altura desde pequeno.,medo
Hoje recebi uma ótima notícia no trabalho.,alegria
Atrasaram a entrega do meu pedido, fiquei bravo.,raiva
Meu colega foi muito desrespeitoso comigo.,raiva
Meu cachorro pulou em mim de alegria.,alegria
Ouvir minha música favorita me deixou animado.,alegria
Meu cachorro pulou em mim de alegria.,alegria
Barulhos estranhos me deixam nervoso à noite.,medo
Ouvir minha música favorita me deixou animado.,alegria
Recebi uma ligação inesperada.,surpresa
Me despedi de alguém muito querido.,tristeza
O cheiro daquele lugar era insuportável.,nojo
O silêncio me faz sentir mais só.,tristeza
Barulhos estranhos me deixam nervoso à noite.,medo
Ouvir minha música favorita me deixou animado.,alegria
Atrasaram a entrega do meu pedido, fiquei bravo.,raiva
Não consegui o que tanto queria.,tristeza
O silêncio me faz sentir mais só.,tristeza
Discuti feio no trânsito hoje.,raiva
Meu colega foi muito desrespeitoso comigo.,raiva
Fui promovido de última hora.,surpresa
Hoje tudo parece dar errado.,tristeza
Detesto insetos dentro de casa.,nojo
Achei dinheiro no bolso do casaco.,surpresa
Ganhei um prêmio que não esperava.,surpresa
Hoje tudo parece dar errado.,tristeza
Recebi uma ligação inesperada.,surpresa
Detesto insetos dentro de casa.,nojo
Ver falta de higiene em restaurantes me incomoda.,nojo
Fui promovido de última hora.,surpresa
Discuti feio no trânsito hoje.,raiva
Achei dinheiro no bolso do casaco.,surpresa
Meu colega foi muito desrespeitoso comigo.,raiva
Atrasaram a entrega do meu pedido, fiquei bravo.,raiva
Fui promovido de última hora.,surpresa
Achei dinheiro no bolso do casaco.,surpresa
Estou cansado de tanta desorganização.,raiva
Ver falta de higiene em restaurantes me incomoda.,nojo
Detesto insetos dentro de casa.,nojo
Hoje recebi uma ótima notícia no trabalho.,alegria
Fui promovido de última hora.,surpresa
Ganhei um presente especial de aniversário.,alegria
A injustiça me deixa indignado.,raiva
O pôr do sol estava lindo esta tarde.,alegria
Recebi uma ligação inesperada.,surpresa
Fui promovido de última hora.,surpresa
O escuro me causa ansiedade.,medo
Descobri um talento que nem imaginava.,surpresa
Ganhei um prêmio que não esperava.,surpresa
O mau cheiro me fez sair imediatamente.,nojo
Não aceito ser tratado desse jeito.,raiva
Enfrentar desafios desconhecidos me apavora.,medo
Estou cansado de tanta desorganização.,raiva
A comida estava estragada e tive ânsia.,nojo
O cheiro daquele lugar era insuportável.,nojo
Tenho medo de altura desde pequeno.,medo
Descobri um talento que nem imaginava.,surpresa
Me despedi de alguém muito querido.,tristeza
O mau cheiro me fez sair imediatamente.,nojo
Não consegui o que tanto queria.,tristeza
Meu cachorro pulou em mim de alegria.,alegria
Detesto insetos dentro de casa.,nojo
Achei dinheiro no bolso do casaco.,surpresa
O mau cheiro me fez sair imediatamente.,nojo
Fui promovido de última hora.,surpresa
Tenho medo de altura desde pequeno.,medo
Fui promovido de última hora.,surpresa
Sonhei com algo assustador e acordei suando.,medo
Me convidaram para viajar de repente.,surpresa
Me despedi de alguém muito querido.,tristeza
Achei dinheiro no bolso do casaco.,surpresa
Atrasaram a entrega do meu pedido, fiquei bravo.,raiva
O escuro me causa ansiedade.,medo
Me convidaram para viajar de repente.,surpresa
Fui promovido de última hora.,surpresa
Não aceito ser tratado desse jeito.,raiva
Detesto insetos dentro de casa.,nojo
Ver falta de higiene em restaurantes me incomoda.,nojo
Não consegui o que tanto queria.,tristeza
Detesto insetos dentro de casa.,nojo
Hoje tudo parece dar errado.,tristeza
Me despedi de alguém muito querido.,tristeza
Me despedi de alguém muito querido.,tristeza
Recebi uma ligação inesperada.,surpresa
Discuti feio no trânsito hoje.,raiva
Achei dinheiro no bolso do casaco.,surpresa
Barulhos estranhos me deixam nervoso à noite.,medo
Meu cachorro pulou em mim de alegria.,alegria
Barulhos estranhos me deixam nervoso à noite.,medo
Ganhei um presente especial de aniversário.,alegria
Me convidaram para viajar de repente.,surpresa
Achei dinheiro no bolso do casaco.,surpresa
Me convidaram para viajar de repente.,surpresa
Ouvir minha música favorita me deixou animado.,alegria
Me convidaram para viajar de repente.,surpresa
Hoje recebi uma ótima notícia no trabalho.,alegria
Ver falta de higiene em restaurantes me incomoda.,nojo
Ouvir minha música favorita me deixou animado.,alegria
Meus amigos vieram me visitar de surpresa.,alegria
Achei dinheiro no bolso do casaco.,surpresa
O silêncio me faz sentir mais só.,tristeza
Sinto saudades dos velhos tempos.,tristeza
Detesto insetos dentro de casa.,nojo
Atrasaram a entrega do meu pedido, fiquei bravo.,raiva
Fui promovido de última hora.,surpresa
Não consegui o que tanto queria.,tristeza
Ouvir minha música favorita me deixou animado.,alegria
Fui promovido de última hora.,surpresa
Hoje tudo parece dar errado.,tristeza
O mau cheiro me fez sair imediatamente.,nojo
Ouvir minha música favorita me deixou animado.,alegria
O mau cheiro me fez sair imediatamente.,nojo
Não aceito ser tratado desse jeito.,raiva
Ganhei um presente especial de aniversário.,alegria
O silêncio me faz sentir mais só.,tristeza
Achei dinheiro no bolso do casaco.,surpresa
Me despedi de alguém muito querido.,tristeza
O filme era tão triste que chorei.,tristeza
A injustiça me deixa indignado.,raiva
Tenho medo de altura desde pequeno.,medo
Não consegui o que tanto queria.,tristeza
Sonhei com algo assustador e acordei suando.,medo
Discuti feio no trânsito hoje.,raiva
Sonhei com algo assustador e acordei suando.,medo
Tenho medo de altura desde pequeno.,medo
Ver falta de higiene em restaurantes me incomoda.,nojo
Descobri um talento que nem imaginava.,surpresa
Atrasaram a entrega do meu pedido, fiquei bravo.,raiva
Ver lixo espalhado me dá repulsa.,nojo
Meu cachorro pulou em mim de alegria.,alegria
Achei dinheiro no bolso do casaco.,surpresa
Discuti feio no trânsito hoje.,raiva
O cheiro daquele lugar era insuportável.,nojo
Me despedi de alguém muito querido.,tristeza
Tenho medo de altura desde pequeno.,medo
O silêncio me faz sentir mais só.,tristeza
Fui promovido de última hora.,surpresa
O filme era tão triste que chorei.,tristeza
Não gosto de lugares muito cheios, fico tenso.,medo
A comida estava estragada e tive ânsia.,nojo
Ganhei um prêmio que não esperava.,surpresa
Ouvir minha música favorita me deixou animado.,alegria
Não gosto de lugares muito cheios, fico tenso.,medo
Hoje tudo parece dar errado.,tristeza
A injustiça me deixa indignado.,raiva
Ganhei um prêmio que não esperava.,surpresa
Me convidaram para viajar de repente.,surpresa
Fui promovido de última hora.,surpresa
Me convidaram para viajar de repente.,surpresa
Atrasaram a entrega do meu pedido, fiquei bravo.,raiva
A comida estava estragada e tive ânsia.,nojo
A comida estava estragada e tive ânsia.,nojo
Não consegui o que tanto queria.,tristeza
O escuro me causa ansiedade.,medo
O cheiro daquele lugar era insuportável.,nojo
Ver falta de higiene em restaurantes me incomoda.,nojo
O cheiro daquele lugar era insuportável.,nojo
Hoje tudo parece dar errado.,tristeza
Descobri um talento que nem imaginava.,surpresa
Meus amigos vieram me visitar de surpresa.,alegria
Sinto saudades dos velhos tempos.,tristeza
O pôr do sol estava lindo esta tarde.,alegria
Ganhei um prêmio que não esperava.,surpresa
Me convidaram para viajar de repente.,surpresa
A injustiça me deixa indignado.,raiva
Enfrentar desafios desconhecidos me apavora.,medo
Barulhos estranhos me deixam nervoso à noite.,medo
Ver lixo espalhado me dá repulsa.,nojo
Descobri um talento que nem imaginava.,surpresa
Fui promovido de última hora.,surpresa
O mau cheiro me fez sair imediatamente.,nojo
A injustiça me deixa indignado.,raiva
Ganhei um presente especial de aniversário.,alegria
Não aceito ser tratado desse jeito.,raiva
Ver falta de higiene em restaurantes me incomoda.,nojo
Ganhei um prêmio que não esperava.,surpresa
Ver falta de higiene em restaurantes me incomoda.,nojo
Meu colega foi muito desrespeitoso comigo.,raiva
Fui promovido de última hora.,surpresa
Descobri um talento que nem imaginava.,surpresa
Ver lixo espalhado me dá repulsa.,nojo
Recebi uma ligação inesperada.,surpresa
Sinto saudades dos velhos tempos.,tristeza
A injustiça me deixa indignado.,raiva
Detesto insetos dentro de casa.,nojo
Enfrentar desafios desconhecidos me apavora.,medo
O filme era tão triste que chorei.,tristeza
O pôr do sol estava lindo esta tarde.,alegria
Ver lixo espalhado me dá repulsa.,nojo
Tenho medo de altura desde pequeno.,medo
Não consegui o que tanto queria.,tristeza
Meu colega foi muito desrespeitoso comigo.,raiva
Descobri um talento que nem imaginava.,surpresa
Tenho medo de altura desde pequeno.,medo
Tenho medo de altura desde pequeno.,medo
Achei dinheiro no bolso do casaco.,surpresa
Ver lixo espalhado me dá repulsa.,nojo
Barulhos estranhos me deixam nervoso à noite.,medo
O escuro me causa ansiedade.,medo
Me despedi de alguém muito querido.,tristeza
Descobri um talento que nem imaginava.,surpresa
Discuti feio no trânsito hoje.,raiva
Sonhei com algo assustador e acordei suando.,medo
Meus amigos vieram me visitar de surpresa.,alegria
Atrasaram a entrega do meu pedido, fiquei bravo.,raiva
Fui promovido de última hora.,surpresa
Não gosto de lugares muito cheios, fico tenso.,medo
Me despedi de alguém muito querido.,tristeza
Não consegui o que tanto queria.,tristeza
Meu colega foi muito desrespeitoso comigo.,raiva
Ganhei um prêmio que não esperava.,surpresa
Achei dinheiro no bolso do casaco.,surpresa
Ouvir minha música favorita me deixou animado.,alegria
O pôr do sol estava lindo esta tarde.,alegria
Sinto saudades dos velhos tempos.,tristeza
Hoje tudo parece dar errado.,tristeza
Me convidaram para viajar de repente.,surpresa
O cheiro daquele lugar era insuportável.,nojo
Fui promovido de última hora.,surpresa
Sonhei com algo assustador e acordei suando.,medo
O cheiro daquele lugar era insuportável.,nojo
Me convidaram para viajar de repente.,surpresa
O escuro me causa ansiedade.,medo
Meus amigos vieram me visitar de surpresa.,alegria
O cheiro daquele lugar era insuportável.,nojo
Sonhei com algo assustador e acordei suando.,medo
O pôr do sol estava lindo esta tarde.,alegria
O escuro me causa ansiedade.,medo
O pôr do sol estava lindo esta tarde.,alegria
O filme era tão triste que chorei.,tristeza
Meu colega foi muito desrespeitoso comigo.,raiva
Ganhei um prêmio que não esperava.,surpresa
O cheiro daquele lugar era insuportável.,nojo
Me despedi de alguém muito querido.,tristeza
Enfrentar desafios desconhecidos me apavora.,medo
Meus amigos vieram me visitar de surpresa.,alegria
O filme era tão triste que chorei.,tristeza
Meu cachorro pulou em mim de alegria.,alegria
Ganhei um presente especial de aniversário.,alegria
O pôr do sol estava lindo esta tarde.,alegria
Enfrentar desafios desconhecidos me apavora.,medo
Discuti feio no trânsito hoje.,raiva
Hoje recebi uma ótima notícia no trabalho.,alegria
Estou cansado de tanta desorganização.,raiva
Discuti feio no trânsito hoje.,raiva
O escuro me causa ansiedade.,medo
Discuti feio no trânsito hoje.,raiva
Fui promovido de última hora.,surpresa
A injustiça me deixa indignado.,raiva
O silêncio me faz sentir mais só.,tristeza
O pôr do sol estava lindo esta tarde.,alegria
Detesto insetos dentro de casa.,nojo
O escuro me causa ansiedade.,medo
A injustiça me deixa indignado.,raiva
Ver falta de higiene em restaurantes me incomoda.,nojo
Meu cachorro pulou em mim de alegria.,alegria
Discuti feio no trânsito hoje.,raiva
Ganhei um presente especial de aniversário.,alegria
A injustiça me deixa indignado.,raiva
Estou cansado de tanta desorganização.,raiva
Sinto saudades dos velhos tempos.,tristeza
Ouvir minha música favorita me deixou animado.,alegria
Ouvir minha música favorita me deixou animado.,alegria
O pôr do sol estava lindo esta tarde.,alegria
Atrasaram a entrega do meu pedido, fiquei bravo.,raiva
Achei dinheiro no bolso do casaco.,surpresa
Hoje tudo parece dar errado.,tristeza
Ouvir minha música favorita me deixou animado.,alegria
Discuti feio no trânsito hoje.,raiva
O mau cheiro me fez sair imediatamente.,nojo
Barulhos estranhos me deixam nervoso à noite.,medo
O mau cheiro me fez sair imediatamente.,nojo
A injustiça me deixa indignado.,raiva
Me despedi de alguém muito querido.,tristeza
O escuro me causa ansiedade.,medo
Detesto insetos dentro de casa.,nojo
Achei dinheiro no bolso do casaco.,surpresa
Ver falta de higiene em restaurantes me incomoda.,nojo
A injustiça me deixa indignado.,raiva
Hoje recebi uma ótima notícia no trabalho.,alegria
A injustiça me deixa indignado.,raiva
O cheiro daquele lugar era insuportável.,nojo
Não consegui o que tanto queria.,tristeza
Meu colega foi muito desrespeitoso comigo.,raiva
Meu cachorro pulou em mim de alegria.,alegria
Discuti feio no trânsito hoje.,raiva
A injustiça me deixa indignado.,raiva
O mau cheiro me fez sair imediatamente.,nojo
Estou cansado de tanta desorganização.,raiva
O filme era tão triste que chorei.,tristeza
O mau cheiro me fez sair imediatamente.,nojo
Barulhos estranhos me deixam nervoso à noite.,medo
O silêncio me faz sentir mais só.,tristeza
Meus amigos vieram me visitar de surpresa.,alegria
Detesto insetos dentro de casa.,nojo
Recebi uma mensagem animadora hoje cedo.,alegria
O céu nublado refletiu meu estado de espírito!,tristeza
As lembranças antigas nos fizeram sentir saudade.,tristeza
Tive pânico ao ficar preso no elevador!,medo
Descobri comida velha no fundo da geladeira!,nojo
Alguém não lavou as mãos após usar o banheiro.,nojo
Ganhei uma promoção no trabalho e conosmorei bastante.,alegria
Fui escolhido para liderar o projeto de repente.,surpresa
O banheiro público estava em condições deploráveis.,nojo
Recebi uma mensagem animadora hoje cedo!,alegria
O reencontro com velhos amigos me encheu de felicidade!,alegria
Testemunhei uma injustiça na rua e gritei.,raiva
Alguém não lavou as mãos após usar o banheiro.,nojo
Vi alguém cuspindo no chão!,nojo
Estava apreensivo antes da cirurgia.,medo
Alguém não lavou as mãos após usar o banheiro.,nojo
Descobri comida velha no fundo da geladeira.,nojo
O céu nublado refletiu meu estado de espírito!,tristeza
Ganhei uma promoção no trabalho e comemorei bastante.,alegria
Senti um vazio ao ver um local importante fechado!,tristeza
Vi uma criança brincando e sorri espontaneamente.,alegria
Descobri que passei na prova sem esperar!,surpresa
Discuti feio com um familiar.,raiva
Comi algo estragado e senti náusea instantânea.,nojo
A despedida no aeroporto foi muito difícil para mim!,tristeza
Vi alguém cuspindo no chão.,nojo
O cheiro de mofo no ambiente era insuportável.,nojo
Ganhei uma festa surpresa dos meus colegas!,surpresa
